i0,idx,s0,novelty,sid,genre,human_ans
1267,6297,This is a typical ‘coal shale’; shales and silts occurring between productive coal seams often contain impressions of the plants that <b>went</b> to form the coal.,-0.273,amm-fragment02-1674,ACPROSE,proceeded progress compressed contributed
1268,6300,Sigillaria bark is covered with little horseshoe-shaped <b>scars</b> (leaf cushions).,0.219,amm-fragment02-1680,ACPROSE,marks indentations markings lesions
1269,6304,"Glossopteris is characterized by its long strap-shaped leaves, which have a conspicuous midrib, with many fine, smaller <b>veins</b> branching off it to form a network.",0.267,amm-fragment02-1685,ACPROSE,ducts vessels
1270,6308,"The specimen is preserved in a hard claystone nodule, which <b>preserved</b> the leaflets in relief.",0.062,amm-fragment02-1695,ACPROSE,protected rendered saved
1271,6315,"This species has a finely <b>toothed</b> margin; a large, wide leaf born on a long stem.",0.471,amm-fragment02-1716,ACPROSE,serrated ridged pointed
1272,6320,"Seeds of the maple family are typically in pairs, joined at the base, with flat ‘wings’ that <b>help</b> the seeds to disperse.",-0.206,amm-fragment02-1720,ACPROSE,aid assist
1273,6326,"These flowers have five oval petals, finely <b>veined</b>.",0.182,amm-fragment02-1733,ACPROSE,lined streaked vesseled patterned
1274,6332,"By the same <b>token</b> the free-swimming trilobite may be expected to have a very wide geographical distribution, for oceans would be no barrier to it.",0.118,amm-fragment02-1741,ACPROSE,concept reasoning means measure principle
1275,6337,"So in this case the different sources of evidence all point in the same <b>direction</b>, whether derived from a detailed consideration of the way the trilobite is constructed, or by analogy with living animals with similar adaptations, or from the evidence of the rocks or the distribution of the fossils.",-0.086,amm-fragment02-1743,ACPROSE,way line conclusion
1276,6346,"Active swimmers in the surface waters of the <b>present</b> oceans are likely to feed directly on the plankton, and the trilobites may have had a method of harvesting large quantities of minute food.",-0.088,amm-fragment02-1749,ACPROSE,current existing modern
1277,6351,The giant sauropod dinosaurs like Brachiosaurus were the largest land animals the world has <b>seen</b> they weighed more than 80 tonnes and present quite different problems in the interpretation of their life habits from the diminutive trilobites.,-0.121,amm-fragment02-1753,ACPROSE,known observed provided witnessed
1278,6357,Recently the life <b>habits</b> of the giants have been looked at in a way that disproves most of these traditional notions.,0.118,amm-fragment02-1758,ACPROSE,tendencies conduct routines styles customs
1279,6361,Recently the life habits of the giants have been looked at in a way that <b>disproves</b> most of these traditional notions.,0.091,amm-fragment02-1758,ACPROSE,refute refutes contradicts dispels
1280,6362,Consider the <b>structure</b> of their legs.,0.094,amm-fragment02-1759,ACPROSE,shape construction build form
1281,6364,"The feet of the sauropod are small (relatively speaking!), with short, stubby toes, yet animals that walk on soft mud <b>tend</b> to have spreading feet to distribute their weight more evenly.",0.176,amm-fragment02-1761,ACPROSE,have evolved minister
1282,6367,"If the dinosaur did, after all, live on dry land, then the long neck could have usefully functioned to <b>allow</b> the animal to browse the high foliage of trees (see p. 116).",-0.257,amm-fragment02-1763,ACPROSE,enable help let
1283,6370,The <b>balance</b> of evidence seems to be swinging away from the original idea of swamp-dwelling giant dinosaurs to fully terrestrial habits.,0.097,amm-fragment02-1768,ACPROSE,equation equilibrium amount weight totality
1284,6373,But other <b>aspects</b> of the dinosaur living habits are still more strongly debated.,0.03,amm-fragment02-1769,ACPROSE,features factors facets
1285,6382,"Warm-blooded animals have the same body temperatures at all times, and can be more <b>continuously</b> active, but they use far more energy — and hence need more food — than cold-blooded animals of the same size.",0.219,amm-fragment02-1773,ACPROSE,constantly ongoingly
1286,6390,"On the other hand it can be argued that the sauropods like Brachiosaurus were so large, and with a relatively small surface area through which to cool compared with their enormous volume, that their cooling rate could have been slow enough to allow them to sustain more <b>continuous</b> activity than smaller, living reptiles.",0.125,amm-fragment02-1778,ACPROSE,constant ongoing
1287,6392,"It has also been argued that the small mouths of the giants simply could not have downed enough food to <b>support</b> a warm-blooded metabolism, particularly plant food that needs a lot of processing before it becomes available as energy.",-0.121,amm-fragment02-1779,ACPROSE,provide underpin aid help maintain
1288,6396,<b>Protagonists</b> of the warm-blooded theory will show some of the horned dinosaurs charging over the Cretaceous plains like furious reptilian rhinoceroses!,0.419,amm-fragment02-1781,ACPROSE,Heroes Characters Proponents Supporters
1289,6400,The warm-blooded supporters <b>tend</b> to ally themselves with the supporters of a theory about the relationships of the dinosaurs.,0.2,amm-fragment02-1783,ACPROSE,frequently learn gather
1290,6401,"This is that the dinosaurs, or a <b>close</b> dinosaur relative, included the ancestors of the living birds.",-0.088,amm-fragment02-1784,ACPROSE,proximate direct similar near
1291,6405,"The <b>point</b> is that birds themselves are warm-blooded, like mammals, and if birds and dinosaurs are as closely related as now seems likely, then it obviously increases the likelihood that the dinosaurs themselves may have been warm-blooded.",0.059,amm-fragment02-1786,ACPROSE,essence issue fact
1292,6407,"The <b>pros</b> and cons of this theory are the subject of much contentious debate by experts, but it would probably be correct to say that the greater number of specialists believe that at least the more bipedal of the dinosaurs, including small and large carnivores, were warm-blooded, active animals.",0.03,amm-fragment02-1787,ACPROSE,benefits advantages
1293,6411,"The pros and cons of this theory are the subject of much contentious debate by experts, but it would probably be correct to say that the <b>greater</b> number of specialists believe that at least the more bipedal of the dinosaurs, including small and large carnivores, were warm-blooded, active animals.",0.031,amm-fragment02-1787,ACPROSE,highest more sizeable larger higher
1294,6414,A lot of the argument among the authorities on these animals is about the equivalence or otherwise of certain bones in dinosaurs and bird skeletons (and particularly the Jurassic bird Archaeopteryx); this makes for rather <b>dry</b> reading for the layman.,0.0,amm-fragment02-1788,ACPROSE,boring straight uninteresting dull
1295,6420,"But the end-product is the accurate reconstruction of the Jurassic and Cretaceous terrestrial <b>world</b>, over which the dinosaurs were indisputably dominant.",0.147,amm-fragment02-1789,ACPROSE,period environment planet earth era
1296,6422,The essays in this book do not amount to a programme: but they are intended to provide a <b>springboard</b> for one.,0.333,as6-fragment01-3,ACPROSE,step-up opportunity launchpad catalyst
1297,6424,The aim is to analyse a problem which economic <b>growth</b> alone has failed to cure — and to consider possible new forms of public action.,-0.029,as6-fragment01-4,ACPROSE,progress increase change widening expansion
1298,6430,"The biggest single difficulty in <b>drawing</b> attention to urban poverty is that it is not new, but simply — in some of its most worrying manifestations — getting worse.",-0.061,as6-fragment01-5,ACPROSE,highlighting bringing flagging gaining
1299,6438,"The inner city has been variously regarded as a cause for moral outrage, a threat to public order, or as a stain on the nation's <b>conscience</b>.",0.333,as6-fragment01-8,ACPROSE,morals principles decency standards identity values
1300,6439,"Meanwhile bad housing, bad sanitation, lack of education, and other <b>perennial</b> ills associated with overcrowding and poverty have been routinely denounced by political leaders and social reformers.",0.667,as6-fragment01-9,ACPROSE,continuing lingering longstanding constant unending
1301,6449,"In the early 1940s and 1950s, the belief was widely held that a combination of government intervention — in the form of town planning, housing and health programmes, and the provision of social security — and permanent male full employment, together with an increase in real wages, would <b>reduce</b> suffering due to poverty to manageable proportions.",0.0,as6-fragment01-11,ACPROSE,minimise limit lessen lower diminish decrease
